loading_id,gantry_bay_id,meter_id,dispatch_id,omc_id,depot,product,physical_loaded_liters,temperature_c,density_kg_m3,loading_timestamp
LOAD-008749,BAY-06,MTR-367,DISP-08749,OMC-013,Mombasa (KOSF),DPK,30337,21.0,812.4,
LOAD-009074,BAY-10,MTR-711,DISP-09074,OMC-008,Mombasa (Kipevu),LPG,29988,24.4,847.4,2025-10-27 12:26:50
LOAD-002169,BAY-06,MTR-272,DISP-02169,OMC-009,Kisumu,PMS,29119,25.8,724.9,2025-04-11 14:18:17
LOAD-001119,BAY-07,MTR-704,DISP-01119,OMC-004,Eldoret,PMS,52183,26.5,739.1,2026-02-19 20:37:01
LOAD-005130,BAY-07,MTR-531,DISP-05130,OMC-017,Nairobi,JETA1,55379,25.3,846.4,10/03/2026
LOAD-005953,BAY-01,MTR-457,DISP-05953,OMC-008,Mombasa (KOSF),PMS,26364,22.2,835.8,2025-12-27 20:51:15
LOAD-008709,BAY-01,MTR-359,DISP-08709,OMC-018,Mombasa (KOSF),AGO,40145,31.2,745.2,2025-10-22 16:26:58
LOAD-009623,BAY-12,MTR-501,DISP-09623,OMC-008,Mombasa (KOSF),PMS,43944,20.8,752.3,2025-05-21 01:53:37
LOAD-006865,BAY-08,MTR-156,DISP-06865,OMC-017,Mombasa (KOSF),LPG,58829,26.8,778.5,2025-07-12 16:51:04
LOAD-004122,BAY-07,MTR-226,DISP-04122,OMC-001,Eldoret,HFO,49053,22.1,773.9,2026-04-26 21:44:41
LOAD-004725,BAY-03,MTR-569,DISP-04725,OMC-005,Mombasa (KOSF),LPG,44269,29.5,781.7,2026-02-11 12:54:01
LOAD-003683,BAY-08,MTR-640,DISP-03683,OMC-013,Mombasa (Kipevu),AGO,49269,30.9,785.6,
LOAD-006604,BAY-05,MTR-111,DISP-06604,OMC-007,Nairobi,LUB,31793,24.8,737.8,
LOAD-000122,BAY-12,MTR-962,DISP-00122,OMC-011,Nairobi,HFO,26500,24.0,827.7,2026-05-01 18:54:29
LOAD-008650,BAY-10,MTR-169,DISP-08650,OMC-011,Kisumu,AGO,33073,24.7,815.4,2025-12-04 18:36:12
LOAD-002905,BAY-03,MTR-520,DISP-02905,OMC-012,Kisumu,AGO,46763,30.5,843.2,2026-02-06 02:21:33
LOAD-009888,BAY-11,MTR-681,DISP-09888,OMC-010,Mombasa (Kipevu),HFO,51258,22.2,839.6,2025-07-05 12:47:32
LOAD-008320,BAY-12,MTR-758,DISP-08320,OMC-017,Kisumu,JETA1,29270,26.3,849.9,2025-07-27 02:21:47
LOAD-004965,BAY-05,MTR-551,DISP-04965,OMC-013,Nairobi,LPG,28575,27.3,802.3,02/12/2025
LOAD-001203,BAY-12,MTR-755,DISP-01203,OMC-004,Mombasa (KOSF),DPK,55391,27.3,769.9,2026-03-31 21:09:17
LOAD-002530,BAY-02,MTR-167,DISP-02530,OMC-014,Mombasa (Kipevu),PMS,32114,27.7,828.1,2025-07-20 13:57:26
LOAD-003728,BAY-11,MTR-292,DISP-03728,OMC-006,Mombasa (KOSF),JETA1,39487,30.8,793.6,2025-03-06 01:31:44
LOAD-005806,BAY-10,MTR-738,DISP-05806,OMC-011,Eldoret,LPG,21688,29.3,728.2,2026-03-09 03:10:38
LOAD-000942,BAY-07,MTR-497,DISP-00942,OMC-015,Nairobi,PMS,35227,28.1,810.6,2025-03-24 12:07:16
LOAD-003199,BAY-02,MTR-884,DISP-03199,OMC-011,Nairobi,DPK,32770,22.1,810.9,2025-06-26 07:20:53
LOAD-004916,BAY-12,MTR-345,DISP-04916,OMC-002,Mombasa (Kipevu),AGO,49414,24.1,753.2,2025-11-30 15:55:09
LOAD-008170,BAY-07,MTR-338,DISP-08170,OMC-014,Mombasa (Kipevu),HFO,53016,28.7,773.6,2025-11-29 15:54:25
LOAD-009748,BAY-06,MTR-662,DISP-09748,OMC-007,Mombasa (KOSF),DPK,32059,28.6,765.7,2025-07-09 21:16:43
LOAD-002234,BAY-05,MTR-467,DISP-02234,OMC-020,Kisumu,LUB,54407,22.0,728.5,2025-04-18 00:44:02
LOAD-006167,BAY-05,MTR-287,DISP-06167,OMC-012,Kisumu,LUB,44036,20.5,759.4,
LOAD-006787,BAY-01,MTR-412,DISP-06787,OMC-009,Mombasa (Kipevu),JETA1,40066,22.2,768.7,2025-04-27 20:11:09
LOAD-009393,BAY-11,MTR-155,DISP-09393,OMC-002,Mombasa (KOSF),HFO,50197,20.9,774.3,
LOAD-007278,BAY-08,MTR-886,DISP-07278,OMC-003,Mombasa (Kipevu),PMS,27563,31.9,720.5,2025-08-13 04:32:57
LOAD-005796,BAY-03,MTR-752,DISP-05796,OMC-003,Mombasa (Kipevu),DPK,43083,20.8,749.5,2026-03-04 04:13:21
LOAD-005586,BAY-07,MTR-491,DISP-05586,OMC-015,Mombasa (KOSF),LUB,36422,27.5,743.9,08/06/2025
LOAD-000805,BAY-02,MTR-297,DISP-00805,OMC-011,Kisumu,JETA1,53509,26.0,814.8,2025-06-23 21:21:59
LOAD-000383,BAY-08,MTR-280,DISP-00383,OMC-018,Eldoret,HFO,38516,24.9,797.8,2025-08-30 06:18:06
LOAD-003046,BAY-03,MTR-277,DISP-03046,OMC-002,Kisumu,PMS,22370,24.0,838.0,2025-06-04 07:12:46
LOAD-009055,BAY-05,MTR-884,DISP-09055,OMC-013,Kisumu,AGO,24099,28.0,742.9,2025-09-25 09:53:17
LOAD-007717,BAY-06,MTR-193,DISP-07717,OMC-011,Nairobi,JETA1,57340,22.0,829.7,2026-04-10 03:07:49
LOAD-002120,BAY-08,MTR-444,DISP-02120,OMC-015,Nairobi,PMS,37191,29.7,764.7,2025-04-17 17:32:27
LOAD-005624,BAY-03,MTR-160,DISP-05624,OMC-013,Eldoret,JETA1,54249,25.7,754.6,2025-09-16 19:56:10
LOAD-009320,BAY-06,MTR-543,DISP-09320,OMC-001,Kisumu,JETA1,44114,21.5,790.6,2025-03-11 23:39:36
LOAD-002885,BAY-11,MTR-693,DISP-02885,OMC-003,Kisumu,HFO,59355,22.6,843.2,2025-05-29 01:00:03
LOAD-003846,BAY-08,MTR-370,DISP-03846,OMC-008,Nairobi,PMS,28921,29.2,720.1,2026-02-08 23:49:05
LOAD-005843,BAY-05,MTR-301,DISP-05843,OMC-020,Eldoret,HFO,39810,21.5,810.2,2026-05-26 22:17:19
LOAD-005533,BAY-07,MTR-943,DISP-05533,OMC-002,Eldoret,AGO,33294,30.7,761.4,2025-12-11 22:42:47
LOAD-008313,BAY-01,MTR-123,DISP-08313,OMC-015,Mombasa (Kipevu),DPK,20606,30.1,801.8,2025-03-09 07:43:39
LOAD-007634,BAY-08,MTR-966,DISP-07634,OMC-019,Mombasa (KOSF),JETA1,30505,31.4,762.5,2025-12-13 09:09:53
LOAD-001262,BAY-12,MTR-555,DISP-01262,OMC-004,Mombasa (KOSF),HFO,25693,20.6,811.4,2026-04-01 18:28:40
LOAD-004676,BAY-03,MTR-750,DISP-04676,OMC-012,Nairobi,HFO,36632,26.6,762.6,2026-04-07 03:28:14
LOAD-000374,BAY-06,MTR-246,DISP-00374,OMC-007,Kisumu,DPK,49298,21.2,847.7,2025-04-05 16:09:26
LOAD-005192,BAY-03,MTR-824,DISP-05192,OMC-003,Eldoret,JETA1,34008,22.5,816.8,14/06/2026
LOAD-002387,BAY-06,MTR-282,DISP-02387,OMC-014,Mombasa (Kipevu),LUB,23002,30.1,726.7,2026-02-09 17:06:13
LOAD-000795,BAY-04,MTR-453,DISP-00795,OMC-015,Mombasa (KOSF),AGO,34018,31.1,755.7,2025-12-05 03:26:54
LOAD-009657,BAY-07,MTR-134,DISP-09657,OMC-010,Kisumu,AGO,48169,31.0,761.7,2025-05-03 14:46:38
LOAD-003350,BAY-05,MTR-259,DISP-03350,OMC-004,Nairobi,JETA1,26241,29.0,748.1,2026-04-05 17:04:51
LOAD-007220,BAY-03,MTR-177,DISP-07220,OMC-001,Mombasa (Kipevu),JETA1,34955,21.2,817.9,2026-01-31 00:42:56
LOAD-006141,BAY-04,MTR-629,DISP-06141,OMC-014,Nairobi,AGO,33100,31.9,808.7,16/12/2025
LOAD-002654,BAY-08,MTR-776,DISP-02654,OMC-019,Nairobi,LUB,57494,27.0,828.7,2025-02-17 18:45:46
LOAD-005207,BAY-07,MTR-621,DISP-05207,OMC-013,Eldoret,LUB,44717,22.2,774.8,2026-02-14 09:40:52
LOAD-001510,BAY-11,MTR-508,DISP-01510,OMC-016,Nairobi,JETA1,26046,21.2,837.7,2026-01-17 08:27:04
LOAD-002734,BAY-10,MTR-698,DISP-02734,OMC-006,Mombasa (KOSF),LPG,33386,20.4,731.6,2025-11-21 21:08:39
LOAD-007846,BAY-09,MTR-925,DISP-07846,OMC-009,Kisumu,LPG,23513,23.4,828.3,2025-06-30 22:55:50
LOAD-000838,BAY-09,MTR-623,DISP-00838,OMC-020,Eldoret,PMS,55340,30.2,741.0,2025-09-13 06:03:38
LOAD-002753,BAY-10,MTR-168,DISP-02753,OMC-004,Nairobi,HFO,31375,23.3,840.3,2026-03-29 08:22:41
LOAD-003163,BAY-12,MTR-949,DISP-03163,OMC-018,Mombasa (Kipevu),LUB,32369,24.9,825.0,2025-05-02 14:05:11
LOAD-004606,BAY-05,MTR-288,DISP-04606,OMC-001,Kisumu,DPK,34647,30.0,795.3,2026-02-17 19:18:03
LOAD-000176,BAY-09,MTR-943,DISP-00176,OMC-018,Mombasa (KOSF),HFO,42909,26.5,818.4,2025-10-23 06:07:27
LOAD-003139,BAY-12,MTR-427,DISP-03139,OMC-012,Mombasa (Kipevu),LUB,35939,29.0,839.8,2026-03-30 21:34:28
LOAD-009205,BAY-04,MTR-286,DISP-09205,OMC-008,Mombasa (KOSF),LUB,59429,20.4,746.3,2025-04-29 04:02:58
LOAD-004760,BAY-12,MTR-448,DISP-04760,OMC-020,Kisumu,JETA1,50568,20.7,732.6,2025-03-04 13:02:38
LOAD-005726,BAY-03,MTR-206,DISP-05726,OMC-011,Eldoret,AGO,36317,31.4,788.6,2025-09-08 12:01:53
LOAD-000839,BAY-04,MTR-691,DISP-00839,OMC-012,Mombasa (Kipevu),DPK,31719,22.9,798.4,2026-03-03 06:22:45
LOAD-002940,BAY-08,MTR-853,DISP-02940,OMC-018,Nairobi,LUB,41567,24.6,743.8,2025-02-15 09:53:35
LOAD-008464,BAY-02,MTR-689,DISP-08464,OMC-016,Eldoret,PMS,25328,26.1,829.6,2025-12-08 06:20:25
LOAD-007404,BAY-07,MTR-215,DISP-07404,OMC-011,Nairobi,DPK,27372,22.9,788.4,2025-09-19 03:08:30
LOAD-001778,BAY-10,MTR-288,DISP-01778,OMC-015,Nairobi,PMS,50955,27.1,803.0,2025-03-24 23:36:12
LOAD-006437,BAY-02,MTR-688,DISP-06437,OMC-007,Eldoret,LUB,26926,29.0,829.1,2025-08-26 06:47:59
LOAD-005441,BAY-03,MTR-153,DISP-05441,OMC-011,Kisumu,PMS,24137,27.2,813.6,2026-03-02 17:50:18
LOAD-003387,BAY-06,MTR-189,DISP-03387,OMC-008,Mombasa (KOSF),PMS,31937,23.8,775.4,2025-12-01 00:32:12
LOAD-003099,BAY-10,MTR-804,DISP-03099,OMC-005,Mombasa (KOSF),DPK,56903,23.6,792.8,2026-02-04 22:01:11
LOAD-006781,BAY-05,MTR-626,DISP-06781,OMC-004,Mombasa (Kipevu),AGO,59595,30.3,820.3,2026-03-05 04:24:23
LOAD-002436,BAY-03,MTR-559,DISP-02436,OMC-009,Kisumu,DPK,49322,28.7,784.1,2026-03-01 09:33:34
LOAD-002000,BAY-02,MTR-640,DISP-02000,OMC-013,Kisumu,HFO,48309,24.2,774.7,2025-04-28 14:02:57
LOAD-001856,BAY-03,MTR-944,DISP-01856,OMC-009,Mombasa (Kipevu),LUB,39379,30.8,837.2,2025-11-28 00:36:20
LOAD-009611,BAY-12,MTR-682,DISP-09611,OMC-006,Eldoret,JETA1,56573,26.4,841.3,2025-03-17 07:38:33
LOAD-005162,BAY-06,MTR-310,DISP-05162,OMC-008,Nairobi,PMS,38514,31.7,734.8,2025-09-28 01:27:22
LOAD-008943,BAY-12,MTR-254,DISP-08943,OMC-019,Eldoret,LPG,59947,25.6,754.3,28/01/2026
LOAD-005325,BAY-10,MTR-180,DISP-05325,OMC-004,Eldoret,HFO,33421,22.1,770.5,2026-04-11 18:14:06
LOAD-004439,BAY-12,MTR-925,DISP-04439,OMC-014,Nairobi,AGO,37868,27.6,818.7,
LOAD-001972,BAY-10,MTR-967,DISP-01972,OMC-004,Nairobi,PMS,21771,28.0,723.6,2026-04-21 23:05:34
LOAD-007155,BAY-01,MTR-508,DISP-07155,OMC-009,Nairobi,HFO,30237,28.0,823.3,2025-10-21 19:22:31
LOAD-002345,BAY-02,MTR-515,DISP-02345,OMC-012,Eldoret,PMS,52785,23.2,778.6,2026-03-11 07:02:43
LOAD-007006,BAY-10,MTR-287,DISP-07006,OMC-020,Kisumu,DPK,55101,29.4,837.0,2025-01-28 13:13:07
LOAD-006750,BAY-11,MTR-218,DISP-06750,OMC-014,Nairobi,HFO,49798,30.6,799.7,27/09/2025
LOAD-008526,BAY-08,MTR-494,DISP-08526,OMC-017,Kisumu,DPK,56194,26.4,736.5,2026-04-11 05:07:56
LOAD-008758,BAY-12,MTR-883,DISP-08758,OMC-018,Kisumu,JETA1,24612,21.0,789.3,2025-05-16 07:45:33
LOAD-001514,BAY-01,MTR-409,DISP-01514,OMC-003,Mombasa (KOSF),LUB,43628,25.8,725.4,29/05/2026
LOAD-006452,BAY-05,MTR-360,DISP-06452,OMC-013,Mombasa (Kipevu),DPK,40854,31.7,758.3,2026-03-25 08:38:09
LOAD-004517,BAY-01,MTR-890,DISP-04517,OMC-019,Kisumu,LUB,52898,24.4,812.9,2025-09-28 18:36:05
LOAD-008026,BAY-08,MTR-654,DISP-08026,OMC-013,Kisumu,AGO,43561,20.6,772.1,30/03/2025
LOAD-000554,BAY-10,MTR-600,DISP-00554,OMC-020,Nairobi,PMS,54914,21.0,781.2,2025-07-13 19:29:44
LOAD-005093,BAY-11,MTR-566,DISP-05093,OMC-010,Mombasa (KOSF),LPG,52017,22.9,751.7,2026-05-02 18:57:52
LOAD-009226,BAY-10,MTR-390,DISP-09226,OMC-015,Mombasa (Kipevu),DPK,39879,24.7,809.2,2025-08-30 04:03:39
LOAD-000788,BAY-02,MTR-197,DISP-00788,OMC-008,Nairobi,DPK,25751,22.5,842.5,2026-04-03 13:27:53
LOAD-002233,BAY-06,MTR-714,DISP-02233,OMC-017,Mombasa (KOSF),AGO,51629,27.9,785.6,23/05/2026
LOAD-005494,BAY-04,MTR-458,DISP-05494,OMC-011,Eldoret,PMS,41434,31.4,822.0,2025-11-22 06:25:56
LOAD-000362,BAY-04,MTR-322,DISP-00362,OMC-007,Kisumu,LUB,41740,25.7,773.3,2025-01-04 22:40:00
LOAD-002634,BAY-09,MTR-469,DISP-02634,OMC-008,Eldoret,AGO,30028,24.4,728.4,2025-05-23 18:35:02
LOAD-002303,BAY-03,MTR-980,DISP-02303,OMC-005,Mombasa (KOSF),HFO,34990,29.2,833.1,2026-03-07 11:59:49
LOAD-000461,BAY-02,MTR-989,DISP-00461,OMC-012,Nairobi,LPG,43701,24.1,722.6,2026-02-08 08:53:31
LOAD-005493,BAY-06,MTR-918,,OMC-006,Mombasa (KOSF),LPG,51276,23.7,832.1,2025-08-05 14:00:47
LOAD-007303,BAY-12,MTR-848,DISP-07303,OMC-004,Mombasa (Kipevu),LUB,43723,31.0,772.9,2026-03-12 21:10:40
LOAD-003732,BAY-10,MTR-283,DISP-03732,OMC-015,Mombasa (Kipevu),PMS,24545,26.7,793.4,2025-06-10 18:05:26
LOAD-007321,BAY-01,MTR-915,DISP-07321,OMC-010,Kisumu,PMS,38229,30.5,732.1,2025-07-22 00:43:18
LOAD-008745,BAY-01,MTR-384,DISP-08745,OMC-012,Nairobi,LUB,37057,20.5,816.9,2026-03-30 15:05:09
LOAD-009931,BAY-10,MTR-127,DISP-09931,OMC-006,Eldoret,HFO,55362,22.1,801.6,
LOAD-004767,BAY-12,MTR-513,DISP-04767,OMC-012,Mombasa (Kipevu),LPG,53279,24.4,755.9,2026-02-07 15:42:34
LOAD-009184,BAY-01,MTR-886,DISP-09184,OMC-015,Kisumu,AGO,35193,30.3,778.2,2026-03-06 15:36:51
LOAD-002347,BAY-08,MTR-487,DISP-02347,OMC-008,Eldoret,LUB,34964,24.5,766.1,2025-08-06 22:50:58
LOAD-004469,BAY-09,MTR-772,DISP-04469,OMC-018,Mombasa (KOSF),JETA1,37143,28.2,733.0,2025-12-19 10:31:08
LOAD-004209,BAY-07,MTR-191,DISP-04209,OMC-015,Kisumu,LPG,52908,27.2,744.2,2025-11-06 07:33:34
LOAD-001237,BAY-04,MTR-481,DISP-01237,OMC-004,Mombasa (KOSF),PMS,41910,21.1,728.0,2026-02-06 01:05:06
LOAD-005347,BAY-06,MTR-383,DISP-05347,OMC-011,Eldoret,PMS,30670,27.6,806.5,2025-12-17 00:52:39
LOAD-004637,BAY-02,MTR-188,DISP-04637,OMC-008,Eldoret,AGO,42772,21.5,841.7,2026-06-06 16:29:36
LOAD-005363,BAY-06,MTR-818,DISP-05363,OMC-010,Kisumu,AGO,54947,20.8,801.8,2025-05-08 01:40:29
LOAD-006565,BAY-05,MTR-620,DISP-06565,OMC-018,Kisumu,HFO,42139,27.7,838.0,2025-06-25 15:20:50
LOAD-004752,BAY-02,MTR-987,DISP-04752,OMC-011,Nairobi,DPK,49348,21.7,819.6,2025-06-09 13:51:34
LOAD-003470,BAY-11,MTR-609,DISP-03470,OMC-015,Mombasa (Kipevu),DPK,20152,22.0,753.1,2025-08-19 04:03:46
LOAD-006244,BAY-03,MTR-281,DISP-06244,OMC-005,Kisumu,LUB,30194,29.4,770.3,2026-04-18 22:13:16
LOAD-009376,BAY-10,MTR-244,DISP-09376,OMC-001,Mombasa (Kipevu),LPG,30398,21.8,836.1,2025-03-06 12:00:42
LOAD-003275,BAY-11,MTR-160,DISP-03275,OMC-012,Mombasa (Kipevu),HFO,21833,29.6,777.6,2026-02-04 16:40:12
LOAD-007567,BAY-03,MTR-457,DISP-07567,OMC-007,Mombasa (KOSF),AGO,42399,24.7,834.4,2026-03-28 22:50:37
LOAD-004473,BAY-09,MTR-449,DISP-04473,OMC-017,Mombasa (Kipevu),LPG,56384,20.5,767.2,2026-06-07 23:43:51
LOAD-006898,BAY-09,MTR-957,DISP-06898,OMC-020,Mombasa (KOSF),AGO,24900,26.7,731.6,2025-04-17 15:57:26
LOAD-005158,BAY-04,MTR-407,DISP-05158,OMC-013,Mombasa (KOSF),AGO,38239,25.2,847.5,2025-04-11 17:44:07
LOAD-004667,BAY-01,MTR-106,DISP-04667,OMC-010,Eldoret,LUB,39712,24.1,838.6,2025-05-03 13:13:41
LOAD-001138,BAY-12,MTR-724,DISP-01138,OMC-008,Nairobi,AGO,55300,27.6,804.1,2026-03-20 21:46:50
LOAD-007715,BAY-02,MTR-764,DISP-07715,OMC-011,Nairobi,JETA1,22201,30.2,753.9,2025-03-03 11:27:29
LOAD-001411,BAY-07,MTR-143,DISP-01411,OMC-003,Nairobi,AGO,33982,28.3,762.7,2025-01-11 09:03:07
LOAD-008795,BAY-05,MTR-524,DISP-08795,OMC-013,Nairobi,DPK,42278,20.8,840.6,25/05/2025
LOAD-006514,BAY-11,MTR-752,DISP-06514,OMC-018,Kisumu,HFO,36489,29.3,844.4,2026-01-25 09:13:46
LOAD-000329,BAY-11,MTR-618,DISP-00329,OMC-011,Nairobi,DPK,41664,22.2,722.4,2026-04-25 10:01:27
LOAD-005571,BAY-01,MTR-851,DISP-05571,OMC-019,Eldoret,LPG,25763,29.3,750.9,2025-02-14 19:07:06
LOAD-001952,BAY-10,MTR-898,DISP-01952,OMC-004,Nairobi,PMS,53805,30.7,766.8,
LOAD-001914,BAY-11,MTR-684,DISP-01914,OMC-011,Mombasa (Kipevu),LUB,40694,25.3,776.5,2025-07-30 03:39:07
LOAD-000515,BAY-05,MTR-843,DISP-00515,OMC-017,Eldoret,PMS,43700,26.1,815.2,2025-11-16 18:58:52
LOAD-009266,BAY-06,MTR-855,DISP-09266,OMC-015,Mombasa (Kipevu),LUB,41489,27.4,741.5,2025-09-19 07:24:42
LOAD-009272,BAY-02,MTR-636,DISP-09272,OMC-015,Kisumu,PMS,46491,29.4,798.8,
LOAD-006645,BAY-07,MTR-179,,OMC-016,Nairobi,JETA1,47981,31.9,783.0,2025-02-11 18:41:59
LOAD-008901,BAY-06,MTR-870,DISP-08901,OMC-010,Eldoret,DPK,26754,24.3,805.7,2025-12-11 19:03:43
LOAD-002057,BAY-11,MTR-171,DISP-02057,OMC-001,Nairobi,HFO,25509,28.6,783.7,2026-04-29 04:52:08
LOAD-006780,BAY-05,MTR-353,DISP-06780,OMC-006,Mombasa (KOSF),AGO,53016,26.0,834.0,2025-12-31 14:18:15
LOAD-006180,BAY-08,MTR-532,DISP-06180,OMC-018,Mombasa (KOSF),HFO,24473,31.6,801.9,2026-06-18 00:22:07
LOAD-005640,BAY-10,MTR-325,DISP-05640,OMC-010,Kisumu,JETA1,21888,26.1,825.9,2026-06-14 07:05:39
LOAD-009790,BAY-07,MTR-849,DISP-09790,OMC-011,Mombasa (KOSF),DPK,45104,25.4,818.9,2025-04-15 10:56:27
LOAD-003955,BAY-05,MTR-397,DISP-03955,OMC-004,Mombasa (Kipevu),JETA1,51880,28.1,823.7,2026-04-19 07:16:25
LOAD-005912,BAY-09,MTR-683,DISP-05912,OMC-016,Mombasa (Kipevu),JETA1,26331,22.2,756.5,2025-07-08 21:31:09
LOAD-008703,BAY-07,MTR-628,DISP-08703,OMC-002,Nairobi,LPG,24446,28.5,757.4,2026-04-29 15:03:47
LOAD-007312,BAY-06,MTR-447,DISP-07312,OMC-014,Nairobi,HFO,51112,25.6,782.8,2025-10-23 01:20:46
LOAD-005714,BAY-07,MTR-894,DISP-05714,OMC-015,Mombasa (KOSF),AGO,22435,29.9,799.5,2025-06-01 13:49:37
LOAD-000798,BAY-02,MTR-346,DISP-00798,OMC-001,Kisumu,LPG,33084,24.5,770.1,2025-11-28 02:49:55
LOAD-007043,BAY-01,MTR-721,DISP-07043,OMC-008,Nairobi,HFO,53964,25.2,769.2,2025-11-05 12:41:34
LOAD-006177,BAY-07,MTR-844,DISP-06177,OMC-016,Kisumu,LUB,50940,25.8,847.2,2025-10-15 11:07:54
LOAD-006969,BAY-04,MTR-326,DISP-06969,OMC-013,Nairobi,LPG,46156,27.0,751.7,2025-03-10 19:08:28
LOAD-008004,BAY-04,MTR-986,DISP-08004,OMC-003,Nairobi,HFO,24391,20.9,827.6,2025-08-28 08:16:10
LOAD-004572,BAY-02,MTR-161,DISP-04572,OMC-006,Kisumu,LUB,34007,25.3,803.0,31/03/2025
LOAD-000259,BAY-09,MTR-853,,OMC-014,Eldoret,HFO,25385,31.2,829.0,2025-02-17 23:03:20
LOAD-002045,BAY-04,MTR-900,DISP-02045,OMC-008,Kisumu,LUB,37382,20.8,794.3,2026-03-10 18:26:59
LOAD-000599,BAY-09,MTR-346,DISP-00599,OMC-005,Kisumu,AGO,58202,22.0,842.7,2026-04-05 03:10:15
LOAD-006859,BAY-01,MTR-563,DISP-06859,OMC-007,Kisumu,PMS,27578,21.1,832.4,2025-02-18 12:46:35
LOAD-007052,BAY-06,MTR-272,DISP-07052,OMC-019,Mombasa (Kipevu),PMS,31486,22.8,799.7,2026-06-18 23:15:49
LOAD-009414,BAY-09,MTR-443,DISP-09414,OMC-013,Mombasa (Kipevu),DPK,50233,31.1,756.5,2026-05-17 09:39:58
LOAD-008163,BAY-11,MTR-443,DISP-08163,OMC-010,Nairobi,AGO,39262,25.1,804.1,2025-11-07 21:04:57
LOAD-001799,BAY-04,MTR-387,DISP-01799,OMC-002,Mombasa (KOSF),AGO,57906,29.9,789.0,2025-12-04 22:24:40
LOAD-007287,BAY-09,MTR-258,DISP-07287,OMC-003,Kisumu,LUB,34203,27.5,734.3,2025-11-01 13:51:17
LOAD-006536,BAY-05,MTR-507,DISP-06536,OMC-003,Kisumu,HFO,50112,25.3,780.4,2026-02-09 17:24:02
LOAD-001533,BAY-05,MTR-317,DISP-01533,OMC-010,Eldoret,JETA1,58247,24.8,768.8,2026-05-16 23:34:34
LOAD-003132,BAY-02,MTR-753,DISP-03132,OMC-007,Nairobi,HFO,57112,24.7,806.1,2026-02-12 17:46:42
LOAD-003714,BAY-04,MTR-292,DISP-03714,OMC-014,Mombasa (KOSF),JETA1,33978,29.9,823.8,2025-07-06 13:09:47
LOAD-001124,BAY-10,MTR-553,DISP-01124,OMC-009,Mombasa (Kipevu),JETA1,54516,27.5,726.5,2025-03-24 10:40:08
LOAD-000898,BAY-06,MTR-925,DISP-00898,OMC-013,Nairobi,AGO,54239,24.3,740.7,2025-11-17 22:38:20
LOAD-001607,BAY-07,MTR-950,DISP-01607,OMC-012,Mombasa (Kipevu),JETA1,34850,30.1,751.9,2026-04-06 06:04:49
LOAD-001402,BAY-11,MTR-825,DISP-01402,OMC-020,Eldoret,AGO,20678,21.1,731.0,2025-01-30 01:20:40
LOAD-005675,BAY-04,MTR-369,DISP-05675,OMC-014,Eldoret,LPG,53916,22.2,726.2,2026-06-14 19:09:30
LOAD-003865,BAY-02,MTR-787,DISP-03865,OMC-014,Kisumu,LUB,56817,31.6,791.6,11/04/2025
LOAD-005731,BAY-08,MTR-913,DISP-05731,OMC-013,Mombasa (Kipevu),PMS,52060,26.4,802.4,2025-03-12 13:03:07
LOAD-005509,BAY-04,MTR-685,DISP-05509,OMC-014,Eldoret,LPG,24997,29.7,743.8,2026-03-03 19:19:04
LOAD-001678,BAY-10,MTR-754,DISP-01678,OMC-014,Eldoret,LPG,25885,27.3,835.6,10/09/2025
LOAD-000093,BAY-12,MTR-639,DISP-00093,OMC-011,Mombasa (KOSF),DPK,40308,24.0,819.6,2026-05-13 06:59:26
LOAD-003916,BAY-04,MTR-817,DISP-03916,OMC-020,Mombasa (Kipevu),JETA1,25262,31.2,804.2,
LOAD-008070,BAY-01,MTR-505,DISP-08070,OMC-001,Mombasa (Kipevu),HFO,51159,22.2,806.8,2025-11-20 14:57:42
LOAD-005057,BAY-01,MTR-711,DISP-05057,OMC-003,Mombasa (KOSF),JETA1,51218,20.4,818.0,2026-06-10 12:11:35
LOAD-007092,BAY-02,MTR-296,DISP-07092,OMC-002,Mombasa (KOSF),AGO,51449,24.4,835.5,2025-09-19 16:51:43
LOAD-001788,BAY-07,MTR-574,DISP-01788,OMC-011,Mombasa (KOSF),DPK,43835,29.9,726.6,2025-02-02 12:57:45
LOAD-009406,BAY-02,MTR-247,DISP-09406,OMC-002,Mombasa (Kipevu),LUB,24198,21.2,787.7,2025-10-04 19:47:27
LOAD-007554,BAY-09,MTR-667,DISP-07554,OMC-020,Mombasa (Kipevu),LPG,53106,28.7,821.4,2025-06-25 20:51:47
LOAD-008541,BAY-04,MTR-541,DISP-08541,OMC-005,Mombasa (Kipevu),DPK,48917,26.2,761.9,2026-02-17 12:38:50
LOAD-005230,BAY-05,MTR-790,DISP-05230,OMC-002,Mombasa (KOSF),PMS,59897,25.7,834.1,2026-01-15 01:34:54
LOAD-000776,BAY-04,MTR-827,DISP-00776,OMC-016,Mombasa (Kipevu),LUB,20128,25.0,754.2,2025-10-17 04:47:54
LOAD-003892,BAY-09,MTR-202,DISP-03892,OMC-003,Eldoret,LPG,45882,21.5,727.0,2025-05-09 23:51:49
LOAD-002253,BAY-03,MTR-156,DISP-02253,OMC-013,Eldoret,DPK,37870,23.8,729.4,2026-01-23 01:36:41
LOAD-005156,BAY-09,MTR-105,DISP-05156,OMC-007,Mombasa (Kipevu),JETA1,44214,24.2,742.3,2025-07-03 11:12:04
