attendance_id,beneficiary_id,officer_id,pillar_id,period,attendance_date,verified_at,eligible_amount_kes,status
ATT-001951,BEN-0163,OFF-006,Scholarship,2025-03,,2025-03-06 00:00:00,15000,Verified
ATT-002087,BEN-0175,OFF-002,Vocational,2026-05,2026-05-04,2026-05-06 00:00:00,10000,Verified
ATT-000543,BEN-0043,OFF-008,Scholarship,2025-10,,2025-10-25 00:00:00,15000,Verified
ATT-002060,BEN-0173,OFF-003,Tech,2025-10,2025-10-24,2025-10-24 00:00:00,12000,Verified
ATT-000303,BEN-0025,OFF-009,Plus,2025-12,2025-12-03,2025-12-04 00:00:00,8000,Verified
ATT-000034,BEN-0003,OFF-005,Tech,2025-04,2025-04-20,2025-04-21 00:00:00,12000,Verified
ATT-002374,BEN-0198,OFF-011,Vocational,2025-08,2025-08-11,2025-08-13 00:00:00,10000,Verified
ATT-001571,BEN-0130,OFF-002,Vocational,2025-01,2025-01-11,2025-01-12 00:00:00,10000,Verified
ATT-002377,BEN-0199,OFF-012,Tech,2025-09,2025-09-13,2025-09-15 00:00:00,12000,Verified
ATT-000358,BEN-0029,OFF-006,Vocational,2025-06,2025-06-19,2025-06-19 00:00:00,10000,Verified
ATT-000069,BEN-0006,OFF-012,Vocational,2025-09,2025-09-28,2025-09-30 00:00:00,10000,Verified
ATT-000162,BEN-0013,OFF-006,Tech,2025-11,2025-11-22,2025-11-23 00:00:00,12000,Verified
ATT-001507,BEN-0124,OFF-012,Scholarship,2025-12,2025-12-20,2025-12-22 00:00:00,15000,Verified
ATT-000894,BEN-0074,OFF-010,Scholarship,2026-01,2026-01-18,2026-01-19 00:00:00,15000,Verified
ATT-002228,BEN-0187,OFF-010,Tech,2026-02,2026-02-09,2026-02-10 00:00:00,12000,Verified
ATT-002054,BEN-0172,OFF-012,Plus,2025-11,2025-11-12,2025-11-12 00:00:00,8000,Verified
ATT-002269,BEN-0190,OFF-004,Plus,2026-06,2026-06-13,2026-06-13 00:00:00,8000,Verified
ATT-000460,BEN-0037,OFF-007,Plus,2025-09,2025-09-12,2025-09-14 00:00:00,8000,Verified
ATT-002226,BEN-0187,OFF-010,Tech,2025-12,2025-12-13,2025-12-14 00:00:00,12000,Verified
ATT-001838,BEN-0153,OFF-010,Vocational,2025-01,2025-01-19,2025-01-21 00:00:00,10000,Verified
ATT-001979,BEN-0167,OFF-013,Plus,2026-04,2026-04-21,2026-04-23 00:00:00,8000,Verified
ATT-001059,BEN-0087,OFF-014,Plus,2025-07,,2025-07-30 00:00:00,8000,Verified
ATT-001324,BEN-0109,OFF-006,Tech,2026-05,12/05/2026,2026-05-14 00:00:00,12000,Verified
ATT-000282,BEN-0023,OFF-002,Plus,2026-04,2026-04-08,2026-04-10 00:00:00,8000,Verified
ATT-001756,BEN-0146,OFF-015,Scholarship,2025-05,2025-05-06,2025-05-07 00:00:00,15000,Verified
ATT-001377,BEN-0114,OFF-006,Scholarship,2025-04,2025-04-03,2025-04-04 00:00:00,15000,Verified
ATT-000477,BEN-0039,OFF-006,Vocational,2025-07,2025-07-22,2025-07-24 00:00:00,10000,Verified
ATT-002341,BEN-0195,OFF-002,Scholarship,2025-11,2025-11-25,2025-11-26 00:00:00,15000,Verified
ATT-001851,BEN-0155,OFF-004,Vocational,2026-05,,2026-05-07 00:00:00,10000,Verified
ATT-001438,BEN-0118,OFF-006,Scholarship,2025-08,2025-08-22,2025-08-23 00:00:00,15000,Verified
ATT-000637,BEN-0052,OFF-006,Vocational,2025-05,2025-05-07,2025-05-08 00:00:00,10000,Verified
ATT-000320,BEN-0026,OFF-007,Tech,2025-04,2025-04-17,2025-04-17 00:00:00,12000,Verified
ATT-001524,BEN-0125,OFF-014,Vocational,2025-04,2025-04-09,2025-04-09 00:00:00,10000,Verified
ATT-000591,BEN-0047,OFF-008,Scholarship,2025-04,2025-04-14,2025-04-16 00:00:00,15000,Verified
ATT-000836,BEN-0070,OFF-008,Scholarship,2025-04,2025-04-03,2025-04-03 00:00:00,15000,Verified
ATT-001187,BEN-0098,OFF-015,Vocational,2025-09,2025-09-15,2025-09-15 00:00:00,10000,Verified
ATT-000685,BEN-0056,OFF-005,Plus,2025-04,2025-04-13,2025-04-15 00:00:00,8000,Verified
ATT-000818,BEN-0069,OFF-015,Tech,2026-06,2026-06-16,2026-06-17 00:00:00,12000,Verified
ATT-000599,BEN-0048,OFF-006,Tech,2025-07,2025-07-18,2025-07-18 00:00:00,12000,Verified
ATT-001934,BEN-0162,OFF-011,Scholarship,2026-04,2026-04-06,2026-04-07 00:00:00,15000,Verified
ATT-000427,BEN-0034,OFF-009,Tech,2025-11,2025-11-23,2025-11-25 00:00:00,12000,Verified
ATT-002316,BEN-0194,OFF-012,Plus,2026-02,2026-02-10,2026-02-10 00:00:00,8000,Verified
ATT-000073,BEN-0006,OFF-012,Vocational,2025-03,2025-03-12,2025-03-12 00:00:00,10000,Verified
ATT-000226,BEN-0019,OFF-001,Plus,2025-05,2025-05-10,2025-05-11 00:00:00,8000,Verified
ATT-001277,BEN-0105,OFF-012,Scholarship,2025-06,2025-06-10,2025-06-10 00:00:00,15000,Verified
ATT-000192,BEN-0016,OFF-008,Vocational,2025-06,2025-06-25,2025-06-27 00:00:00,10000,Verified
ATT-000941,BEN-0077,OFF-003,Scholarship,2025-12,,2025-12-18 00:00:00,15000,Verified
ATT-002354,BEN-0196,OFF-004,Vocational,2026-05,2026-05-17,2026-05-17 00:00:00,10000,Verified
ATT-002139,BEN-0180,OFF-010,Scholarship,2026-02,2026-02-19,2026-02-20 00:00:00,15000,Verified
ATT-001305,BEN-0107,OFF-002,Plus,2026-04,2026-04-23,2026-04-24 00:00:00,8000,Verified
ATT-001367,BEN-0113,OFF-007,Scholarship,2026-05,2026-05-04,2026-05-06 00:00:00,15000,Verified
ATT-000327,BEN-0026,OFF-007,Tech,2025-05,2025-05-14,2025-05-16 00:00:00,12000,Verified
ATT-001359,BEN-0112,OFF-007,Scholarship,2026-02,2026-02-10,2026-02-12 00:00:00,15000,Verified
ATT-000216,BEN-0018,OFF-008,Tech,2025-03,2025-03-16,2025-03-18 00:00:00,12000,Verified
ATT-001412,BEN-0116,OFF-002,Plus,2025-12,2025-12-14,2025-12-15 00:00:00,8000,Verified
ATT-000964,BEN-0079,OFF-002,Plus,2026-06,2026-06-02,2026-06-02 00:00:00,8000,Verified
ATT-002302,BEN-0193,OFF-010,Tech,2025-01,2025-01-14,2025-01-15 00:00:00,12000,Verified
ATT-001041,BEN-0085,OFF-012,Scholarship,2025-03,2025-03-09,2025-03-10 00:00:00,15000,Verified
ATT-000688,BEN-0056,OFF-005,Plus,2026-05,2026-05-22,2026-05-22 00:00:00,8000,Verified
ATT-002225,BEN-0187,OFF-010,Tech,2026-05,2026-05-05,2026-05-07 00:00:00,12000,Verified
ATT-000422,BEN-0034,OFF-009,Tech,2026-01,2026-01-07,2026-01-07 00:00:00,12000,Verified
ATT-000967,BEN-0080,OFF-013,Vocational,2025-11,2025-11-23,2025-11-25 00:00:00,10000,Verified
ATT-000030,BEN-0003,OFF-005,Tech,2025-03,2025-03-14,2025-03-14 00:00:00,12000,Verified
ATT-001861,BEN-0156,OFF-010,Scholarship,2025-05,2025-05-19,2025-05-19 00:00:00,15000,Verified
ATT-001083,BEN-0089,OFF-009,Vocational,2025-02,2025-02-17,2025-02-18 00:00:00,10000,Verified
ATT-001862,BEN-0156,OFF-010,Scholarship,2026-01,2026-01-18,2026-01-18 00:00:00,15000,Verified
ATT-000843,BEN-0070,OFF-008,Scholarship,2026-05,2026-05-19,2026-05-19 00:00:00,15000,Verified
ATT-000439,BEN-0035,OFF-008,Plus,2025-05,2025-05-13,2025-05-13 00:00:00,8000,Verified
ATT-000026,BEN-0003,OFF-005,Tech,2025-02,2025-02-09,2025-02-10 00:00:00,12000,Verified
ATT-000145,BEN-0011,OFF-001,Plus,2025-08,2025-08-08,2025-08-10 00:00:00,8000,Verified
ATT-002112,BEN-0177,OFF-002,Scholarship,2025-06,2025-06-05,2025-06-07 00:00:00,15000,Verified
ATT-001199,BEN-0099,OFF-004,Scholarship,2025-09,2025-09-22,2025-09-22 00:00:00,15000,Verified
ATT-000610,BEN-0049,OFF-008,Scholarship,2025-05,2025-05-13,2025-05-14 00:00:00,15000,Verified
ATT-001890,BEN-0157,OFF-012,Plus,2026-01,2026-01-12,2026-01-14 00:00:00,8000,Verified
ATT-000707,BEN-0058,OFF-015,Plus,2026-02,2026-02-06,2026-02-06 00:00:00,8000,Verified
ATT-001642,BEN-0135,OFF-007,Vocational,2025-10,2025-10-28,2025-10-30 00:00:00,10000,Verified
ATT-001591,BEN-0131,OFF-004,Tech,2025-10,2025-10-17,2025-10-18 00:00:00,12000,Verified
ATT-000814,BEN-0068,OFF-006,Tech,2025-11,2025-11-10,2025-11-10 00:00:00,12000,Verified
ATT-002150,BEN-0181,OFF-013,Tech,2025-07,2025-07-17,2025-07-19 00:00:00,12000,Verified
ATT-002391,BEN-0199,OFF-012,Tech,2026-01,2026-01-06,2026-01-08 00:00:00,12000,Verified
ATT-001712,BEN-0143,OFF-012,Scholarship,2025-04,2025-04-18,2025-04-19 00:00:00,15000,Verified
ATT-000813,BEN-0068,OFF-006,Tech,2026-02,2026-02-01,2026-02-01 00:00:00,12000,Verified
ATT-000690,BEN-0057,OFF-012,Tech,2025-03,2025-03-09,2025-03-10 00:00:00,12000,Verified
ATT-001484,BEN-0123,OFF-012,Tech,2025-05,2025-05-24,2025-05-24 00:00:00,12000,Verified
ATT-001568,BEN-0129,OFF-003,Tech,2026-01,2026-01-16,2026-01-17 00:00:00,12000,Verified
ATT-000047,BEN-0004,OFF-001,Plus,2025-01,2025-01-25,2025-01-26 00:00:00,8000,Verified
ATT-001691,BEN-0141,OFF-010,Plus,2025-05,,2025-05-04 00:00:00,8000,Verified
ATT-001853,BEN-0155,OFF-004,Vocational,2025-01,2025-01-10,2025-01-11 00:00:00,10000,Verified
ATT-002126,BEN-0179,OFF-001,Tech,2025-02,2025-02-05,2025-02-05 00:00:00,12000,Verified
ATT-001402,BEN-0116,OFF-002,Plus,2025-10,2025-10-08,2025-10-09 00:00:00,8000,Verified
ATT-001812,BEN-0151,OFF-013,Vocational,2025-01,2025-01-28,2025-01-28 00:00:00,10000,Verified
ATT-000870,BEN-0072,OFF-001,Vocational,2025-11,2025-11-25,2025-11-27 00:00:00,10000,Verified
ATT-001929,BEN-0161,OFF-007,Scholarship,2025-10,2025-10-21,2025-10-23 00:00:00,15000,Verified
ATT-000711,BEN-0059,OFF-013,Vocational,2026-06,2026-06-13,2026-06-14 00:00:00,10000,Verified
ATT-002074,BEN-0174,OFF-002,Plus,2025-09,2025-09-02,2025-09-03 00:00:00,8000,Verified
ATT-000381,BEN-0031,OFF-008,Vocational,2025-05,2025-05-02,2025-05-04 00:00:00,10000,Verified
ATT-001020,BEN-0084,OFF-008,Scholarship,2025-10,2025-10-01,2025-10-03 00:00:00,15000,Verified
ATT-000823,BEN-0069,OFF-015,Tech,2025-04,2025-04-20,2025-04-20 00:00:00,12000,Verified
ATT-001850,BEN-0155,OFF-004,Vocational,2025-04,2025-04-05,2025-04-05 00:00:00,10000,Verified
ATT-000746,BEN-0062,OFF-014,Tech,2026-04,2026-04-13,2026-04-15 00:00:00,12000,Verified
ATT-001818,BEN-0151,OFF-013,Vocational,2025-06,2025-06-17,2025-06-17 00:00:00,10000,Verified
ATT-001829,BEN-0152,OFF-007,Vocational,2025-07,2025-07-25,2025-07-26 00:00:00,10000,Verified
ATT-000703,BEN-0058,OFF-015,Plus,2025-08,2025-08-28,2025-08-28 00:00:00,8000,Verified
ATT-000981,BEN-0081,OFF-005,Plus,2025-06,2025-06-09,2025-06-09 00:00:00,8000,Verified
ATT-001189,BEN-0098,OFF-015,Vocational,2025-02,2025-02-18,2025-02-19 00:00:00,10000,Verified
ATT-001370,BEN-0113,OFF-007,Scholarship,2025-12,2025-12-28,2025-12-30 00:00:00,15000,Verified
ATT-000988,BEN-0082,OFF-014,Vocational,2025-02,2025-02-21,2025-02-23 00:00:00,10000,Verified
ATT-001016,BEN-0084,OFF-008,Scholarship,2026-02,2026-02-13,2026-02-15 00:00:00,15000,Verified
ATT-001945,BEN-0163,OFF-006,Scholarship,2026-04,2026-04-14,2026-04-14 00:00:00,15000,Verified
ATT-000023,BEN-0002,OFF-009,Scholarship,2026-02,2026-02-14,2026-02-16 00:00:00,15000,Verified
ATT-000024,BEN-0002,OFF-009,Scholarship,2026-06,2026-06-22,2026-06-22 00:00:00,15000,Verified
ATT-000979,BEN-0080,OFF-013,Vocational,2025-10,2025-10-08,2025-10-08 00:00:00,10000,Verified
ATT-001197,BEN-0099,OFF-004,Scholarship,2026-02,2026-02-11,2026-02-13 00:00:00,15000,Verified
ATT-000592,BEN-0047,OFF-008,Scholarship,2025-09,2025-09-21,2025-09-21 00:00:00,15000,Verified
ATT-002371,BEN-0198,OFF-011,Vocational,2025-12,2025-12-11,2025-12-12 00:00:00,10000,Verified
ATT-001141,BEN-0094,OFF-006,Plus,2025-04,2025-04-14,2025-04-15 00:00:00,8000,Verified
ATT-001447,BEN-0119,OFF-010,Scholarship,2025-08,2025-08-02,2025-08-02 00:00:00,15000,Verified
ATT-001395,BEN-0115,OFF-004,Plus,2025-01,2025-01-11,2025-01-12 00:00:00,8000,Verified
ATT-002323,BEN-0194,OFF-012,Plus,2025-03,2025-03-14,2025-03-16 00:00:00,8000,Verified
ATT-002035,BEN-0170,OFF-006,Plus,2025-09,2025-09-06,2025-09-08 00:00:00,8000,Verified
ATT-000721,BEN-0060,OFF-012,Plus,2026-01,2026-01-09,2026-01-11 00:00:00,8000,Verified
ATT-001709,BEN-0142,OFF-007,Tech,2025-12,2025-12-18,2025-12-20 00:00:00,12000,Verified
ATT-001824,BEN-0152,OFF-007,Vocational,2025-02,2025-02-04,2025-02-06 00:00:00,10000,Verified
ATT-000855,BEN-0071,OFF-005,Plus,2026-01,2026-01-25,2026-01-26 00:00:00,8000,Verified
ATT-001773,BEN-0148,OFF-012,Plus,2026-04,2026-04-13,2026-04-14 00:00:00,8000,Verified
ATT-000525,BEN-0042,OFF-004,Vocational,2025-09,2025-09-11,2025-09-13 00:00:00,10000,Verified
ATT-000532,BEN-0042,OFF-004,Vocational,2025-08,2025-08-07,2025-08-07 00:00:00,10000,Verified
ATT-000136,BEN-0011,OFF-001,Plus,2025-05,2025-05-23,2025-05-25 00:00:00,8000,Verified
ATT-001627,BEN-0134,OFF-003,Scholarship,2025-07,2025-07-14,2025-07-15 00:00:00,15000,Verified
ATT-000294,BEN-0024,OFF-014,Plus,2026-02,2026-02-07,2026-02-09 00:00:00,8000,Verified
ATT-000198,BEN-0016,OFF-008,Vocational,2025-01,2025-01-24,2025-01-24 00:00:00,10000,Verified
ATT-001349,BEN-0111,OFF-002,Scholarship,2025-07,2025-07-03,2025-07-04 00:00:00,15000,Verified
ATT-000492,BEN-0039,OFF-006,Vocational,2026-02,2026-02-19,2026-02-20 00:00:00,10000,Verified
ATT-001372,BEN-0113,OFF-007,Scholarship,2025-04,2025-04-06,2025-04-06 00:00:00,15000,Verified
ATT-002349,BEN-0196,OFF-004,Vocational,2025-08,2025-08-06,2025-08-07 00:00:00,10000,Verified
ATT-000247,BEN-0021,OFF-004,Vocational,2025-10,2025-10-09,2025-10-11 00:00:00,10000,Verified
ATT-001119,BEN-0092,OFF-008,Scholarship,2025-03,2025-03-13,2025-03-15 00:00:00,15000,Verified
ATT-001295,BEN-0106,OFF-007,Scholarship,2025-12,2025-12-11,2025-12-12 00:00:00,15000,Verified
ATT-000544,BEN-0043,OFF-008,Scholarship,2026-06,2026-06-05,2026-06-07 00:00:00,15000,Verified
ATT-002133,BEN-0180,OFF-010,Scholarship,2025-05,2025-05-14,2025-05-15 00:00:00,15000,Verified
ATT-000067,BEN-0006,OFF-012,Vocational,2025-04,2025-04-19,2025-04-21 00:00:00,10000,Verified
ATT-001357,BEN-0112,OFF-007,Scholarship,2025-01,2025-01-04,2025-01-05 00:00:00,15000,Verified
ATT-002227,BEN-0187,OFF-010,Tech,2025-09,2025-09-28,2025-09-28 00:00:00,12000,Verified
ATT-001542,BEN-0127,OFF-012,Vocational,2025-01,2025-01-11,2025-01-12 00:00:00,10000,Verified
ATT-000641,BEN-0052,OFF-006,Vocational,2026-02,2026-02-07,2026-02-08 00:00:00,10000,Verified
ATT-002056,BEN-0173,OFF-003,Tech,2026-06,2026-06-15,2026-06-15 00:00:00,12000,Verified
ATT-000499,BEN-0040,OFF-014,Scholarship,2025-03,2025-03-05,2025-03-05 00:00:00,15000,Verified
ATT-000306,BEN-0025,OFF-009,Plus,2026-06,2026-06-01,2026-06-03 00:00:00,8000,Verified
ATT-000115,BEN-0009,OFF-005,Plus,2025-07,2025-07-21,2025-07-23 00:00:00,8000,Verified
ATT-001243,BEN-0102,OFF-013,Plus,2026-06,2026-06-07,2026-06-09 00:00:00,8000,Verified
ATT-000767,BEN-0064,OFF-001,Tech,2026-03,,2026-03-10 00:00:00,12000,Verified
ATT-001874,BEN-0157,OFF-012,Plus,2025-05,2025-05-28,2025-05-30 00:00:00,8000,Verified
ATT-001819,BEN-0151,OFF-013,Vocational,2025-10,,2025-10-15 00:00:00,10000,Verified
ATT-000208,BEN-0017,OFF-007,Scholarship,2025-04,2025-04-01,2025-04-02 00:00:00,15000,Verified
ATT-000764,BEN-0064,OFF-001,Tech,2026-01,2026-01-06,2026-01-07 00:00:00,12000,Verified
ATT-000983,BEN-0081,OFF-005,Plus,2025-11,2025-11-07,2025-11-08 00:00:00,8000,Verified
ATT-002325,BEN-0194,OFF-012,Plus,2025-07,2025-07-08,2025-07-08 00:00:00,8000,Verified
ATT-001416,BEN-0117,OFF-005,Vocational,2025-09,2025-09-05,2025-09-06 00:00:00,10000,Verified
ATT-001397,BEN-0115,OFF-004,Plus,2026-04,2026-04-28,2026-04-30 00:00:00,8000,Verified
ATT-000101,BEN-0008,OFF-015,Plus,2026-03,2026-03-09,2026-03-10 00:00:00,8000,Verified
ATT-000886,BEN-0074,OFF-010,Scholarship,2026-06,2026-06-09,2026-06-09 00:00:00,15000,Verified
ATT-000824,BEN-0069,OFF-015,Tech,2026-05,2026-05-01,2026-05-02 00:00:00,12000,Verified
ATT-002018,BEN-0169,OFF-008,Vocational,2025-01,2025-01-07,2025-01-08 00:00:00,10000,Verified
ATT-001237,BEN-0102,OFF-013,Plus,2025-06,2025-06-02,2025-06-02 00:00:00,8000,Verified
ATT-002022,BEN-0170,OFF-006,Plus,2026-04,2026-04-01,2026-04-02 00:00:00,8000,Verified
ATT-001163,BEN-0096,OFF-005,Plus,2025-05,2025-05-09,2025-05-10 00:00:00,8000,Verified
ATT-001982,BEN-0167,OFF-013,Plus,2025-07,2025-07-07,2025-07-09 00:00:00,8000,Verified
ATT-001351,BEN-0112,OFF-007,Scholarship,2025-05,2025-05-13,2025-05-14 00:00:00,15000,Verified
ATT-001331,BEN-0109,OFF-006,Tech,2025-07,2025-07-03,2025-07-03 00:00:00,12000,Verified
ATT-002111,BEN-0177,OFF-002,Scholarship,2026-03,2026-03-22,2026-03-24 00:00:00,15000,Verified
ATT-000258,BEN-0021,OFF-004,Vocational,2025-11,2025-11-16,2025-11-18 00:00:00,10000,Verified
ATT-000126,BEN-0010,OFF-008,Tech,2026-01,2026-01-13,2026-01-15 00:00:00,12000,Verified
ATT-000571,BEN-0045,OFF-014,Scholarship,2026-01,2026-01-11,2026-01-11 00:00:00,15000,Verified
ATT-001586,BEN-0131,OFF-004,Tech,2026-01,2026-01-28,2026-01-30 00:00:00,12000,Verified
ATT-001656,BEN-0137,OFF-002,Vocational,2026-05,2026-05-19,2026-05-21 00:00:00,10000,Verified
ATT-001175,BEN-0097,OFF-010,Scholarship,2025-05,2025-05-23,2025-05-24 00:00:00,15000,Verified
ATT-001849,BEN-0155,OFF-004,Vocational,2026-04,2026-04-13,2026-04-13 00:00:00,10000,Verified
ATT-002064,BEN-0173,OFF-003,Tech,2025-12,2025-12-28,2025-12-30 00:00:00,12000,Verified
ATT-000923,BEN-0076,OFF-015,Vocational,2025-08,2025-08-02,2025-08-03 00:00:00,10000,Verified
ATT-000570,BEN-0045,OFF-014,Scholarship,2026-05,2026-05-06,2026-05-06 00:00:00,15000,Verified
ATT-001401,BEN-0116,OFF-002,Plus,2025-07,2025-07-28,2025-07-30 00:00:00,8000,Verified
ATT-001413,BEN-0117,OFF-005,Vocational,2025-02,06/02/2025,2025-02-08 00:00:00,10000,Verified
ATT-001714,BEN-0143,OFF-012,Scholarship,2026-05,2026-05-19,2026-05-20 00:00:00,15000,Verified
ATT-000991,BEN-0082,OFF-014,Vocational,2025-01,2025-01-05,2025-01-07 00:00:00,10000,Verified
ATT-002383,BEN-0199,OFF-012,Tech,2025-12,2025-12-21,2025-12-21 00:00:00,12000,Verified
ATT-000369,BEN-0030,OFF-011,Scholarship,2026-05,2026-05-22,2026-05-24 00:00:00,15000,Verified
ATT-001384,BEN-0114,OFF-006,Scholarship,2026-02,2026-02-22,2026-02-22 00:00:00,15000,Verified
ATT-002397,BEN-0200,OFF-011,Vocational,2025-07,2025-07-09,2025-07-11 00:00:00,10000,Verified
ATT-001550,BEN-0128,OFF-003,Tech,2025-04,2025-04-04,2025-04-05 00:00:00,12000,Verified
ATT-000922,BEN-0076,OFF-015,Vocational,2025-03,24/03/2025,2025-03-24 00:00:00,10000,Verified
ATT-002278,BEN-0191,OFF-012,Vocational,2025-07,2025-07-08,2025-07-08 00:00:00,10000,Verified
ATT-000885,BEN-0074,OFF-010,Scholarship,2026-03,2026-03-05,2026-03-05 00:00:00,15000,Verified
ATT-000692,BEN-0057,OFF-012,Tech,2025-05,2025-05-25,2025-05-27 00:00:00,12000,Verified
ATT-001730,BEN-0144,OFF-011,Scholarship,2025-11,2025-11-22,2025-11-24 00:00:00,15000,Verified
ATT-001989,BEN-0167,OFF-013,Plus,2025-08,2025-08-23,2025-08-24 00:00:00,8000,Verified
ATT-001488,BEN-0123,OFF-012,Tech,2025-08,2025-08-28,2025-08-30 00:00:00,12000,Verified
ATT-002143,BEN-0180,OFF-010,Scholarship,2025-01,2025-01-20,2025-01-20 00:00:00,15000,Verified
ATT-001046,BEN-0085,OFF-012,Scholarship,2026-01,05/01/2026,2026-01-07 00:00:00,15000,Verified
ATT-001361,BEN-0112,OFF-007,Scholarship,2025-02,2025-02-24,2025-02-26 00:00:00,15000,Verified
ATT-000269,BEN-0022,OFF-008,Scholarship,2026-05,2026-05-07,2026-05-08 00:00:00,15000,Verified
ATT-001118,BEN-0092,OFF-008,Scholarship,2026-04,2026-04-18,2026-04-18 00:00:00,15000,Verified
ATT-000042,BEN-0004,OFF-001,Plus,2025-05,2025-05-07,2025-05-08 00:00:00,8000,Verified
ATT-000430,BEN-0035,OFF-008,Plus,2025-04,2025-04-18,2025-04-20 00:00:00,8000,Verified
ATT-001840,BEN-0154,OFF-005,Plus,2026-03,2026-03-11,2026-03-12 00:00:00,8000,Verified
ATT-001844,BEN-0154,OFF-005,Plus,2026-06,2026-06-20,2026-06-22 00:00:00,8000,Verified
ATT-002145,BEN-0180,OFF-010,Scholarship,2025-06,15/06/2025,2025-06-17 00:00:00,15000,Verified
ATT-001414,BEN-0117,OFF-005,Vocational,2026-03,2026-03-26,2026-03-26 00:00:00,10000,Verified
ATT-001138,BEN-0094,OFF-006,Plus,2026-05,02/05/2026,2026-05-03 00:00:00,8000,Verified
ATT-001120,BEN-0092,OFF-008,Scholarship,2026-05,2026-05-09,2026-05-09 00:00:00,15000,Verified
ATT-000343,BEN-0027,OFF-004,Plus,2025-06,2025-06-20,2025-06-20 00:00:00,8000,Verified
ATT-002311,BEN-0193,OFF-010,Tech,2025-06,2025-06-25,2025-06-27 00:00:00,12000,Verified
ATT-001315,BEN-0108,OFF-006,Vocational,2025-08,2025-08-13,2025-08-14 00:00:00,10000,Verified
ATT-002048,BEN-0172,OFF-012,Plus,2026-01,2026-01-13,2026-01-14 00:00:00,8000,Verified
ATT-000128,BEN-0011,OFF-001,Plus,2026-02,2026-02-07,2026-02-07 00:00:00,8000,Verified
ATT-001426,BEN-0117,OFF-005,Vocational,2025-07,2025-07-08,2025-07-10 00:00:00,10000,Verified
ATT-001879,BEN-0157,OFF-012,Plus,2025-06,2025-06-10,2025-06-10 00:00:00,8000,Verified
ATT-000831,BEN-0069,OFF-015,Tech,2025-02,2025-02-13,2025-02-14 00:00:00,12000,Verified
ATT-000273,BEN-0022,OFF-008,Scholarship,2025-12,2025-12-18,2025-12-18 00:00:00,15000,Verified
ATT-000929,BEN-0077,OFF-003,Scholarship,2025-11,2025-11-04,2025-11-04 00:00:00,15000,Verified
ATT-000847,BEN-0070,OFF-008,Scholarship,2025-06,2025-06-14,2025-06-16 00:00:00,15000,Verified
ATT-001729,BEN-0144,OFF-011,Scholarship,2025-09,2025-09-26,2025-09-27 00:00:00,15000,Verified
ATT-000400,BEN-0032,OFF-005,Vocational,2025-08,2025-08-21,2025-08-23 00:00:00,10000,Verified
ATT-001212,BEN-0100,OFF-001,Plus,2026-02,2026-02-13,2026-02-13 00:00:00,8000,Verified
ATT-000164,BEN-0014,OFF-013,Scholarship,2025-04,,2025-04-19 00:00:00,15000,Verified
ATT-001177,BEN-0097,OFF-010,Scholarship,2025-06,2025-06-16,2025-06-17 00:00:00,15000,Verified
ATT-001222,BEN-0101,OFF-004,Scholarship,2025-01,2025-01-11,2025-01-11 00:00:00,15000,Verified
ATT-001360,BEN-0112,OFF-007,Scholarship,2026-03,2026-03-04,2026-03-05 00:00:00,15000,Verified
ATT-000283,BEN-0023,OFF-002,Plus,2025-11,2025-11-20,2025-11-20 00:00:00,8000,Verified
ATT-001745,BEN-0145,OFF-001,Vocational,2025-10,2025-10-15,2025-10-16 00:00:00,10000,Verified
ATT-000986,BEN-0081,OFF-005,Plus,2025-09,2025-09-11,2025-09-13 00:00:00,8000,Verified
ATT-000997,BEN-0082,OFF-014,Vocational,2026-02,2026-02-25,2026-02-26 00:00:00,10000,Verified
ATT-002207,BEN-0185,OFF-013,Tech,2025-02,2025-02-13,2025-02-13 00:00:00,12000,Verified
ATT-000308,BEN-0025,OFF-009,Plus,2025-04,2025-04-05,2025-04-07 00:00:00,8000,Verified
ATT-000377,BEN-0030,OFF-011,Scholarship,2025-07,2025-07-17,2025-07-19 00:00:00,15000,Verified
ATT-001256,BEN-0103,OFF-009,Plus,2025-10,2025-10-04,2025-10-05 00:00:00,8000,Verified
ATT-000786,BEN-0066,OFF-007,Vocational,2026-04,2026-04-25,2026-04-26 00:00:00,10000,Verified
ATT-000521,BEN-0042,OFF-004,Vocational,2025-02,2025-02-23,2025-02-23 00:00:00,10000,Verified
ATT-000695,BEN-0057,OFF-012,Tech,2026-01,11/01/2026,2026-01-13 00:00:00,12000,Verified
ATT-000054,BEN-0004,OFF-001,Plus,2025-02,2025-02-19,2025-02-19 00:00:00,8000,Verified
ATT-000466,BEN-0038,OFF-012,Plus,2025-10,2025-10-20,2025-10-22 00:00:00,8000,Verified
ATT-000653,BEN-0053,OFF-001,Plus,2026-04,2026-04-15,2026-04-16 00:00:00,8000,Verified
ATT-001884,BEN-0157,OFF-012,Plus,2026-05,2026-05-20,2026-05-20 00:00:00,8000,Verified
ATT-000854,BEN-0071,OFF-005,Plus,2026-05,2026-05-28,2026-05-29 00:00:00,8000,Verified
ATT-002030,BEN-0170,OFF-006,Plus,2026-05,2026-05-12,2026-05-14 00:00:00,8000,Verified
ATT-000752,BEN-0062,OFF-014,Tech,2025-06,2025-06-18,2025-06-19 00:00:00,12000,Verified
ATT-000144,BEN-0011,OFF-001,Plus,2025-12,2025-12-17,2025-12-19 00:00:00,8000,Verified
